3.283492088317871094e+00,4.089622497558593750e-01
3.527201890945434570e+00,3.533586740493774414e+00
-2.975328445434570312e+00,9.859204292297363281e-01
1.699739217758178711e+00,1.149142980575561523e+00
5.163469791412353516e+00,2.322357654571533203e+00
6.195731163024902344e+00,9.937550425529479980e-01
4.636726379394531250e+00,1.451691031455993652e+00
2.352540969848632812e+00,3.267134666442871094e+00
-2.060439109802246094e+00,2.421461343765258789e+00
2.610318660736083984e+00,3.346249818801879883e+00
-3.006804704666137695e+00,5.795324444770812988e-01
6.440738677978515625e+00,7.955863326787948608e-02
4.990832328796386719e+00,3.946424722671508789e+00
3.492271423339843750e+00,3.414618968963623047e+00
-3.434110164642333984e+00,3.315399408340454102e+00
3.275206089019775391e+00,1.552933812141418457e+00
-2.979222059249877930e+00,3.239456892013549805e+00
6.579877376556396484e+00,2.343140542507171631e-02
7.057077884674072266e+00,8.811822533607482910e-01
4.261661469936370850e-01,1.413589239120483398e+00
6.361190795898437500e+00,2.042551934719085693e-01
3.032969713211059570e+00,3.680771350860595703e+00
1.950807690620422363e+00,1.261295199394226074e+00
-6.708716154098510742e-01,2.010148048400878906e+00
2.704404830932617188e+00,3.683936357498168945e+00
5.649330139160156250e+00,7.844269275665283203e-01
-5.782289028167724609e+00,2.553348541259765625e+00
-5.830371856689453125e+00,-1.220112852752208710e-02
6.985738754272460938e+00,1.265529513359069824e+00
3.457841396331787109e+00,2.863622188568115234e+00
-4.320244312286376953e+00,2.712055206298828125e+00
-4.545801639556884766e+00,1.717438817024230957e+00
5.460940837860107422e+00,1.996349096298217773e+00
5.932515621185302734e+00,1.710268020629882812e+00
2.823089361190795898e-01,2.049865722656250000e+00
8.433943986892700195e-01,2.588252067565917969e+00
4.315732121467590332e-01,1.508263945579528809e+00
-5.859785079956054688e+00,2.066918134689331055e+00
1.553158015012741089e-01,2.631761789321899414e+00
-4.210449695587158203e+00,1.127580165863037109e+00
3.149457931518554688e+00,3.853447198867797852e+00
-2.687950134277343750e+00,2.620039582252502441e-01
-5.729594707489013672e+00,-1.544174831360578537e-02
4.544028282165527344e+00,1.843087077140808105e+00
4.452480792999267578e+00,3.094900131225585938e+00
-6.546191215515136719e+00,2.210368394851684570e+00
-3.634911060333251953e+00,1.818752765655517578e+00
8.508567810058593750e-01,1.449936509132385254e+00
-3.331630229949951172e+00,1.101326107978820801e+00
-3.607999980449676514e-01,2.055911302566528320e+00
-4.808247089385986328e+00,1.866566538810729980e+00
5.436903953552246094e+00,3.132667064666748047e+00
3.147508859634399414e+00,3.581952810287475586e+00
-4.795948982238769531e+00,2.004468917846679688e+00
5.183603763580322266e+00,2.373650819063186646e-01
1.085720658302307129e+00,3.061233520507812500e+00
-2.400135755538940430e+00,1.620049476623535156e+00
2.375740289688110352e+00,3.070330619812011719e+00
4.182509899139404297e+00,1.933343768119812012e+00
7.081853866577148438e+00,3.605345785617828369e-01
4.916032314300537109e+00,3.265461683273315430e+00
4.179521083831787109e+00,3.249176740646362305e+00
-5.020457744598388672e+00,1.838855981826782227e+00
5.145165920257568359e+00,2.369744062423706055e+00
2.858659505844116211e+00,1.165080428123474121e+00
-3.850173711776733398e+00,1.568046092987060547e+00
4.502637386322021484e+00,3.838832139968872070e+00
-8.186716437339782715e-01,1.917423009872436523e+00
1.553214550018310547e+00,1.517907500267028809e+00
3.832806587219238281e+00,3.988260984420776367e+00
1.743895769119262695e+00,1.822452902793884277e+00
7.048686504364013672e+00,8.003813624382019043e-01
3.432273626327514648e+00,1.746045827865600586e+00
5.046174526214599609e+00,3.931951045989990234e+00
7.259959697723388672e+00,1.182161569595336914e+00
-4.593032836914062500e+00,3.035484313964843750e+00
-3.293200254440307617e+00,7.663587331771850586e-01
-2.758319139480590820e+00,1.377017855644226074e+00
1.133538722991943359e+00,1.642859458923339844e+00
-3.529642343521118164e+00,3.392979145050048828e+00
1.361517310142517090e-01,3.072535991668701172e+00
-3.384742736816406250e+00,1.331789493560791016e+00
-2.860351562500000000e+00,7.472334057092666626e-02
-5.472099304199218750e+00,1.230586528778076172e+00
-3.550466060638427734e+00,2.559936761856079102e+00
6.837479591369628906e+00,1.172851800918579102e+00
6.186401844024658203e+00,6.454656124114990234e-01
-4.766906738281250000e+00,2.247932672500610352e+00
3.883836984634399414e+00,1.099977970123291016e+00
7.683585166931152344e+00,8.286017179489135742e-01
-3.281588554382324219e+00,2.563184976577758789e+00
-8.856753110885620117e-01,1.817176103591918945e+00
5.566059589385986328e+00,1.650800585746765137e+00
5.246392250061035156e+00,2.759658575057983398e+00
3.063779354095458984e+00,3.328914165496826172e+00
-6.542527198791503906e+00,2.368616342544555664e+00
6.682022094726562500e+00,-5.427058041095733643e-02
5.429781436920166016e+00,2.749681770801544189e-01
-5.545913577079772949e-01,2.116200685501098633e+00
-3.966976642608642578e+00,1.995912432670593262e+00
-2.096796035766601562e+00,2.217735052108764648e+00
1.224285960197448730e+00,1.072946786880493164e+00
-2.933675050735473633e+00,3.329716682434082031e+00
-3.060683488845825195e+00,8.967967033386230469e-01
-2.241053104400634766e+00,1.537857532501220703e+00
5.755598068237304688e+00,1.516743063926696777e+00
4.591967582702636719e+00,1.584101438522338867e+00
-3.326414346694946289e+00,3.000200986862182617e+00
-6.692130565643310547e+00,1.825290441513061523e+00
1.002249360084533691e+00,2.629688262939453125e+00
3.240774869918823242e+00,1.586822271347045898e+00
4.104494571685791016e+00,1.954414844512939453e+00
4.223735332489013672e+00,2.117125272750854492e+00
5.796236038208007812e+00,6.362121105194091797e-01
6.391105175018310547e+00,3.318004906177520752e-01
-3.087487936019897461e+00,2.831700742244720459e-01
1.653511285781860352e+00,1.637172341346740723e+00
7.198386192321777344e+00,1.242369055747985840e+00
-3.776698827743530273e+00,2.751567840576171875e+00
4.656270980834960938e+00,1.810495704412460327e-01
2.129657417535781860e-01,1.590842247009277344e+00
2.219940900802612305e+00,2.880875587463378906e+00
5.971321582794189453e+00,3.754951059818267822e-01
7.749281883239746094e+00,9.771386981010437012e-01
3.712041676044464111e-01,2.896497488021850586e+00
-5.419496059417724609e+00,1.727126836776733398e+00
2.478418946266174316e-01,2.714937686920166016e+00
-3.680981397628784180e+00,3.327442407608032227e+00
-4.107450485229492188e+00,3.116932153701782227e+00
-5.701315879821777344e+00,9.755693078041076660e-01
-3.121821641921997070e+00,7.567854523658752441e-01
5.173218727111816406e+00,3.534731149673461914e+00
-3.898491382598876953e+00,2.383268117904663086e+00
2.687528133392333984e+00,2.216619729995727539e+00
-4.713624954223632812e+00,5.753464698791503906e-01
6.954949378967285156e+00,1.413584470748901367e+00
4.850199699401855469e+00,3.223101377487182617e+00
4.031331539154052734e+00,2.580341339111328125e+00
4.488482952117919922e+00,3.749012947082519531e+00
2.582982540130615234e+00,1.632456898689270020e+00
